,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,tävling,datum,typ,vikt,böj,bänk,mark,total,poäng,namn,förening,distrikt
0,0.0,0.0,0.0,0.0,Elitserien dam KL BP,2018-11-19,KBP,"62,70",0,"100,00",0,"100,00","107,79",Karolina Arvidson,Örebro KK,Västra Svealands SDF
1,1.0,1.0,1.0,1.0,"EM Bänkpress, utrustning",2018-10-12,BP,"56,89",,"122,50",,,"142,36",Karolina Arvidson,Örebro KK,Västra Svealands SDF
2,2.0,2.0,2.0,2.0,EM klassisk bänkpress 2018,2018-08-11,KBP,"56,91",0,"107,50",0,"107,50","124,90",Karolina Arvidson,Örebro KK,Västra Svealands SDF
3,3.0,3.0,3.0,3.0,SM i Klassisk Bänkpress 2018,2018-07-08,KBP,"56,85","0,00","100,00","0,00","100,00","116,28",Karolina Arvidson,Örebro KK,Västra Svealands SDF
4,4.0,4.0,4.0,4.0,Enbart Ranking KL BP dam,2018-05-19,KBP,"56,14","0,00","105,00","0,00","105,00","123,30",Karolina Arvidson,Örebro KK,Västra Svealands SDF
5,5.0,5.0,5.0,5.0,EM KLBP 2017,2017-08-12,KBP,"56,01",0,"102,50",0,"102,50","120,59",Karolina Arvidson,Örebro KK,Västra Svealands SDF
6,6.0,6.0,6.0,6.0,SM-veckan Borås (Klassisk bänkpress),2017-07-07,KBP,"56,85","0,00","97,50","0,00","97,50","113,37",Karolina Arvidson,Örebro KK,Västra Svealands SDF
7,7.0,7.0,7.0,7.0,SM-veckan Borås (Klassisk styrkelyft),2017-07-04,KSL,"56,50","117,50","103,00","150,00","370,50","432,90",Karolina Arvidson,Örebro KK,Västra Svealands SDF
8,8.0,8.0,8.0,8.0,VM Bänkpress 2017,2017-05-26,BP,"60,15",,"127,50",,,"141,87",Karolina Arvidson,Örebro KK,Västra Svealands SDF
9,9.0,9.0,9.0,9.0,VM klassisk bänkpress 2017,2017-04-21,KBP,"56,71",0,"102,50",0,"102,50","119,42",Karolina Arvidson,Örebro KK,Västra Svealands SDF
10,10.0,10.0,10.0,10.0,SM-veckan Söderhamn 2017 (Bänkpress),2017-02-05,BP,"59,90",,"122,50",,,"136,75",Karolina Arvidson,Örebro KK,Västra Svealands SDF
11,11.0,11.0,11.0,11.0,Lag-SM 2016 Klassisk Styrkelyft,2016-12-02,KSL,"59,50","110,00","97,50","150,00","357,50","401,17",Karolina Arvidson,Örebro KK,Västra Svealands SDF
12,12.0,12.0,12.0,12.0,DM i styrkelyft (klassisk) Västra Svealand,2016-11-19,KSL,"59,95","115,00","100,00","140,00","355,00","396,04",Karolina Arvidson,Örebro KK,Västra Svealands SDF
13,13.0,13.0,13.0,13.0,Elitserien dam KL BP,2016-09-19,KBP,"59,70",0,"95,00",0,"95,00","106,33",Karolina Arvidson,Örebro KK,Västra Svealands SDF
14,14.0,14.0,14.0,14.0,EM Bänkpress 2016,2016-08-19,BP,"56,65",,"115,00",,,"134,09",Karolina Arvidson,Örebro KK,Västra Svealands SDF
15,15.0,15.0,15.0,15.0,Damserien BP,2016-05-21,BP,"63,00",,"80,00",,,"85,92",Karolina Arvidson,Örebro KK,Västra Svealands SDF
16,16.0,16.0,16.0,16.0,VM KLBP,2016-05-19,KBP,"63,00",0,"80,00",0,"80,00","85,92",Karolina Arvidson,Örebro KK,Västra Svealands SDF
17,17.0,17.0,17.0,17.0,VM Bänkpress (Rödby) 2016,2016-04-23,BP,"62,41",,"120,00",,,"129,80",Karolina Arvidson,Örebro KK,Västra Svealands SDF
18,18.0,18.0,18.0,18.0,Enbart ranking BP dam,2016-02-07,BP,"62,90",,"131,00",,,"140,86",Karolina Arvidson,Örebro KK,Västra Svealands SDF
19,19.0,19.0,19.0,19.0,Lag-SM 2015 - Styrkelyft,2015-12-04,SL,"63,85","155,00","105,00","165,00","425,00","451,84",Karolina Arvidson,Örebro KK,Västra Svealands SDF
20,20.0,20.0,20.0,20.0,Damserien SL,2015-11-15,SL,"62,10","152,50","122,50","160,00","435,00","472,31",Karolina Arvidson,Örebro KK,Västra Svealands SDF
21,21.0,21.0,21.0,21.0,Damserien BP,2015-09-21,BP,"65,40",,"125,00",,,"130,54",Karolina Arvidson,Örebro KK,Västra Svealands SDF
22,22.0,22.0,22.0,22.0,EM Bänkpress,2015-08-06,BP,"62,03",,"122,50",,,"133,12",Karolina Arvidson,Örebro KK,Västra Svealands SDF
23,23.0,23.0,23.0,23.0,SM-veckan Sundsvall 2015 (klassisk bänkpress),2015-07-02,KBP,"62,30","0,00","97,50","0,00","97,50","105,60",Karolina Arvidson,Örebro KK,Västra Svealands SDF
24,24.0,24.0,24.0,24.0,Damserien BP,2015-05-24,BP,"61,84",,"125,00",,,"136,16",Karolina Arvidson,Örebro KK,Västra Svealands SDF
25,25.0,25.0,25.0,25.0,Damserien SL,2015-02-09,SL,"62,90","0,00","130,00","0,00","130,00","139,78",Karolina Arvidson,Örebro KK,Västra Svealands SDF
26,26.0,26.0,26.0,26.0,Allsvenskan dam KL BP,2015-02-08,KBP,"63,60",0,"95,00",0,"95,00","101,30",Karolina Arvidson,Örebro KK,Västra Svealands SDF
27,27.0,27.0,27.0,27.0,SM-veckan Örebro 2015 (Bänkpress),2015-01-30,BP,"62,90",,"130,00",,,"139,78",Karolina Arvidson,Örebro KK,Västra Svealands SDF
28,28.0,28.0,28.0,28.0,SM KLBP 2014,2014-07-06,KBP,"62,88","0,00","97,50","0,00","97,50","104,86",Karolina Arvidson,Örebro KK,Västra Svealands SDF
29,29.0,29.0,29.0,29.0,SM KLSL,2014-07-03,KSL,"62,95","122,50","95,00","150,00","367,50","394,92",Karolina Arvidson,Örebro KK,Västra Svealands SDF
30,30.0,30.0,30.0,30.0,Damserien BP,2014-05-25,BP,"62,58",,"127,50",,,"137,63",Karolina Arvidson,Örebro KK,Västra Svealands SDF
31,31.0,31.0,31.0,31.0,Damserien SL,2014-01-25,SL,"64,15","130,00","135,00","150,00","415,00","439,67",Karolina Arvidson,Örebro KK,Västra Svealands SDF
32,32.0,32.0,32.0,32.0,Lag-SM BP 2013,2013-12-08,BP,"68,75",,"140,00",,,"141,04",Karolina Arvidson,Örebro KK,Västra Svealands SDF
33,33.0,33.0,33.0,33.0,Damserien klassisk SL,2013-11-10,KSL,"69,80","140,00","105,00","152,50","397,50","396,23",Karolina Arvidson,Örebro KK,Västra Svealands SDF
34,34.0,34.0,34.0,34.0,EM bänkpress 2013,2013-08-09,BP,"71,50",,"145,00",,,"142,19",Karolina Arvidson,Örebro KK,Västra Svealands SDF
35,35.0,35.0,35.0,35.0,SM Klassisk Styrkelyft,2013-07-04,KSL,"71,75","142,50","108,00","157,50","408,00","399,15",Karolina Arvidson,Örebro KK,Västra Svealands SDF
36,36.0,36.0,36.0,36.0,VM Klassisk SL 2013,2013-06-15,KSL,"70,60","142,50","105,00","155,00","402,50","398,09",Karolina Arvidson,Örebro KK,Västra Svealands SDF
37,37.0,37.0,37.0,37.0,VM Bänkpress 2013,2013-05-23,BP,"71,40",,"152,50",,,"149,68",Karolina Arvidson,Örebro KK,Västra Svealands SDF
38,38.0,38.0,38.0,38.0,Damserien klassisk BP,2013-05-10,KBP,"72,70",0,"102,50",0,"102,50","99,41",Karolina Arvidson,Örebro KK,Västra Svealands SDF
39,39.0,39.0,39.0,39.0,Damserien klassisk BP,2013-01-27,KBP,"70,65",0,"107,50",0,"107,50","106,27",Karolina Arvidson,Örebro KK,Västra Svealands SDF
40,40.0,40.0,40.0,40.0,SM styrkelyft 2013,2013-01-26,SL,"70,40","130,00","107,50","145,00","382,50","379,04",Karolina Arvidson,Örebro KK,Västra Svealands SDF
41,41.0,41.0,41.0,41.0,SM bänkpress 2013,2013-01-25,BP,"70,65",,"145,00",,,"143,34",Karolina Arvidson,Örebro KK,Västra Svealands SDF
42,42.0,42.0,42.0,42.0,Lag-SM,2012-12-09,BP,"73,65",,"100,00",,,"96,17",Karolina Arvidson,Örebro KK,Västra Svealands SDF
43,43.0,43.0,43.0,43.0,Lag-SM,2012-12-08,SL,"73,20","170,00","97,50","172,50","440,00","424,82",Karolina Arvidson,Örebro KK,Västra Svealands SDF
44,44.0,44.0,44.0,44.0,SM Bänkpress,2012-11-23,BP,"71,65",,"140,00",,,"137,09",Karolina Arvidson,Örebro KK,Västra Svealands SDF
45,45.0,45.0,45.0,45.0,Klassisk damserie SL,2012-11-11,KSL,"71,60","137,50","105,00","147,50","390,00","382,07",Karolina Arvidson,Örebro KK,Västra Svealands SDF
46,46.0,46.0,46.0,46.0,DM SL Västra Svealand,2012-11-10,SL,"71,60","137,50","105,00","147,50","390,00","382,07",Karolina Arvidson,Örebro KK,Västra Svealands SDF
47,47.0,47.0,47.0,47.0,Klassisk damserie BP,2012-09-09,KBP,"74,70",0,"105,00",0,"105,00","100,07",Karolina Arvidson,Örebro KK,Västra Svealands SDF
48,48.0,48.0,48.0,48.0,EM BP 2012,2012-08-10,BP,"71,72",,"145,00",,,"141,89",Karolina Arvidson,Örebro KK,Västra Svealands SDF
49,49.0,49.0,49.0,49.0,Eleiko Classic World Cup,2012-06-14,KSL,"71,35","140,00","102,50","145,00","387,50","380,52",Karolina Arvidson,Örebro KK,Västra Svealands SDF
50,50.0,50.0,50.0,50.0,Allsvenskan BP,2012-05-27,BP,"71,54",,"150,00",,,"147,03",Karolina Arvidson,Örebro KK,Västra Svealands SDF
51,51.0,51.0,51.0,51.0,SM Klassisk bänkpress,2012-03-25,KBP,"70,90","0,00","105,00","0,00","105,00","103,55",Karolina Arvidson,Örebro KK,Västra Svealands SDF
52,52.0,52.0,52.0,52.0,SM SL 2012,2012-02-25,SL,"71,95","187,50","152,50","162,50","502,50","490,69",Karolina Arvidson,Örebro KK,Västra Svealands SDF
53,53.0,53.0,53.0,53.0,Klassisk damserie SL,2012-01-30,KSL,"71,85","137,50","107,50","142,50","387,50","378,74",Karolina Arvidson,Örebro KK,Västra Svealands SDF
54,54.0,54.0,54.0,54.0,Damserien SL,2012-01-29,SL,"71,85","137,50","107,50","142,50","387,50","378,74",Karolina Arvidson,Örebro KK,Västra Svealands SDF
55,55.0,55.0,55.0,55.0,Lag-SM 2011 BP,2011-12-10,BP,"75,00",,"157,50",,,"149,73",Karolina Arvidson,Örebro KK,Västra Svealands SDF
56,56.0,56.0,56.0,56.0,BP SM 2011,2011-11-26,BP,"71,90",,"152,50",,,"148,98",Karolina Arvidson,Örebro KK,Västra Svealands SDF
57,57.0,57.0,57.0,57.0,Klassisk ranking SL 2011,2011-11-13,KSL,"74,55","127,50","110,00","142,50","380,00","362,61",Karolina Arvidson,Örebro KK,Västra Svealands SDF
58,58.0,58.0,58.0,58.0,RM Klassisk BP,2011-08-19,KBP,"71,95","0,00","102,50","0,00","102,50","100,09",Karolina Arvidson,Örebro KK,Västra Svealands SDF
59,59.0,59.0,59.0,59.0,BP EM,2011-07-04,BP,"71,25",,"157,50",,,"154,81",Karolina Arvidson,Örebro KK,Västra Svealands SDF
60,60.0,60.0,60.0,60.0,U/J/S VM BP,2011-05-27,BP,"70,60",,"157,50",,,"155,77",Karolina Arvidson,Örebro KK,Västra Svealands SDF
61,61.0,61.0,61.0,61.0,Damserien BP 2011,2011-05-07,BP,"71,43",,"160,50",,,"157,49",Karolina Arvidson,Örebro KK,Västra Svealands SDF
62,62.0,62.0,62.0,62.0,EM SL,2011-05-05,SL,"71,43","187,50","160,50","170,00","518,00","508,28",Karolina Arvidson,Örebro KK,Västra Svealands SDF
63,63.0,63.0,63.0,63.0,SM SL 2011,2011-02-26,SL,"70,60","172,50","142,50","165,00","480,00","474,74",Karolina Arvidson,Örebro KK,Västra Svealands SDF
64,64.0,64.0,64.0,64.0,Lag-SM 2010 SL,2010-12-12,SL,"72,25","162,50","142,50","170,00","475,00","462,55",Karolina Arvidson,Örebro KK,Västra Svealands SDF
65,65.0,65.0,65.0,65.0,Lag-SM 2010 BP,2010-12-11,BP,"72,30",,"150,50",,,"146,49",Karolina Arvidson,Örebro KK,Västra Svealands SDF
66,66.0,66.0,66.0,66.0,SM Bänkpress 2010,2010-11-27,BP,"72,60",,"143,00",,,"138,81",Karolina Arvidson,Örebro KK,Västra Svealands SDF
67,67.0,67.0,67.0,67.0,Damserien SL 2010,2010-11-14,SL,"71,20","165,00","142,50","165,00","472,50","464,64",Karolina Arvidson,Örebro KK,Västra Svealands SDF
68,68.0,68.0,68.0,68.0,Allsvenskan SL 2010,2010-09-05,SL,"70,80","107,50","95,00","140,00","342,50","338,09",Karolina Arvidson,Örebro KK,Västra Svealands SDF
69,69.0,69.0,69.0,69.0,Damserien BP 2010,2010-08-29,BP,"67,30",,"127,50",,,"130,41",Karolina Arvidson,Örebro KK,Västra Svealands SDF
70,70.0,70.0,70.0,70.0,EM Bänkpress,2010-08-12,BP,"69,40",,"137,50",,,"137,61",Karolina Arvidson,Örebro KK,Västra Svealands SDF
71,71.0,71.0,71.0,71.0,VM Bänkpress U/J/S,2010-05-27,BP,"66,50",,"125,00",,,"128,96",Karolina Arvidson,Örebro KK,Västra Svealands SDF
72,72.0,72.0,72.0,72.0,Damserien SL 2010,2010-04-24,SL,"68,02","165,00","87,50","145,00","397,50","403,48",Karolina Arvidson,Örebro KK,Västra Svealands SDF
73,73.0,73.0,73.0,73.0,SM styrkelyft-10,2010-02-27,SL,"64,60","145,00","118,00","150,00","413,00","435,27",Karolina Arvidson,Örebro KK,Västra Svealands SDF
74,74.0,74.0,74.0,74.0,Lag-SMSL 09,2009-12-12,SL,"61,25","142,50","100,00","150,00","392,50","430,69",Karolina Arvidson,Örebro KK,Västra Svealands SDF
75,75.0,75.0,75.0,75.0,Lag-SM BP 09,2009-12-11,BP,"61,40",,"90,00",,,"98,57",Karolina Arvidson,Örebro KK,Västra Svealands SDF
76,76.0,76.0,76.0,76.0,SM Bänkpress,2009-11-28,BP,"59,75",,"110,00",,,"123,04",Karolina Arvidson,Örebro KK,Västra Svealands SDF
77,77.0,77.0,77.0,77.0,Damserien SL,2009-11-07,SL,"61,70","100,00","85,00","130,00","315,00","343,71",Karolina Arvidson,Örebro KK,Västra Svealands SDF
78,78.0,78.0,78.0,78.0,Damserien SL,2009-09-11,SL,"59,30","135,00","0,00","140,00","275,00","309,40",Karolina Arvidson,Örebro KK,Västra Svealands SDF
79,79.0,79.0,79.0,79.0,Damserien BP,2009-05-01,BP,"54,95",,"87,50",,,"104,49",Karolina Arvidson,Örebro KK,Västra Svealands SDF
80,80.0,80.0,80.0,80.0,SM Styrkelyft,2009-02-28,SL,"51,50","115,00","82,50","132,50","330,00","414,47",Karolina Arvidson,Örebro KK,Västra Svealands SDF
81,81.0,81.0,81.0,81.0,Damserien SL,2009-01-24,SL,"53,95","115,00","85,00","130,00","330,00","399,79",Karolina Arvidson,Örebro KK,Västra Svealands SDF
82,82.0,82.0,82.0,82.0,JSK Recordbreaker-SL,2008-12-06,SL,"52,00","105,00","87,50","125,00","317,50","395,81",Karolina Arvidson,Örebro KK,Västra Svealands SDF
83,83.0,83.0,83.0,83.0,U/J-Damserien SL,2008-11-01,SL,"55,40","115,00","95,00","140,00","350,00","415,30",Karolina Arvidson,Örebro KK,Västra Svealands SDF
84,84.0,84.0,84.0,84.0,Damserien BP,2008-10-04,BP,"59,00",,"95,00",,,"107,31",Karolina Arvidson,Örebro KK,Västra Svealands SDF
85,85.0,85.0,85.0,85.0,U/J-Damserien SL,2008-08-30,SL,"59,15","0,00","102,50","0,00","102,50","115,55",Karolina Arvidson,Örebro KK,Västra Svealands SDF
86,86.0,86.0,86.0,86.0,EM BP,2008-08-07,BP,"59,20",,"100,00",,,"112,66",Karolina Arvidson,Örebro KK,Västra Svealands SDF
87,87.0,87.0,87.0,87.0,Damserien BP,2008-05-18,BP,"61,35",,"107,50",,,"117,81",Karolina Arvidson,Örebro KK,Västra Svealands SDF
88,88.0,88.0,88.0,88.0,U/J-Damserien SL,2008-05-03,SL,"62,40","135,00","106,00","140,00","381,00","412,16",Karolina Arvidson,Örebro KK,Västra Svealands SDF
89,89.0,89.0,89.0,89.0,U/J SM SL,2008-03-08,SL,"61,45","140,00","97,50","142,50","380,00","415,93",Karolina Arvidson,Örebro KK,Västra Svealands SDF
90,90.0,90.0,90.0,90.0,Juniorserien BP,2008-02-03,BP,"58,98",,"90,00",,,"101,69",Karolina Arvidson,Örebro KK,Västra Svealands SDF
91,91.0,91.0,91.0,91.0,Damserien SL,2007-10-27,SL,"58,70","130,00","85,00","135,00","350,00","396,91",Karolina Arvidson,Örebro KK,Västra Svealands SDF
92,92.0,92.0,92.0,92.0,Damserien BP,2007-10-06,BP,"59,15",,"90,00",,,"101,46",Karolina Arvidson,Örebro KK,Västra Svealands SDF
93,93.0,93.0,93.0,93.0,Damserien SL,2007-09-07,SL,"59,75","130,00","95,00","140,00","365,00","408,00",Karolina Arvidson,Örebro KK,Västra Svealands SDF
94,94.0,94.0,94.0,94.0,Damserien SL,2007-05-19,SL,"58,60","135,00","92,50","152,50","380,00","432,00",Karolina Arvidson,Örebro KK,Västra Svealands SDF
95,95.0,95.0,95.0,95.0,Damserien BP,2007-02-03,BP,"59,85",,"85,00",,,"95,00",Karolina Arvidson,Örebro KK,Västra Svealands SDF
96,96.0,96.0,96.0,96.0,Allsvenska SL,2009-11-07,SL,"117,00","200,00","255,00","232,50","687,50","397,69",Jens Langörgen,Borlänge AK,Södra Norrlands SDF
97,97.0,97.0,97.0,97.0,Elitserien BP,2009-09-05,BP,"115,40",,"250,00",,,"145,13",Jens Langörgen,Borlänge AK,Södra Norrlands SDF
98,98.0,98.0,98.0,98.0,Elitserien BP,2009-05-03,BP,"117,75",,"250,00",,,"144,38",Jens Langörgen,Borlänge AK,Södra Norrlands SDF
99,99.0,99.0,99.0,99.0,Allsvenska SL,2009-01-31,SL,"117,92","210,00","262,50","227,50","700,00","404,13",Jens Langörgen,Borlänge AK,Södra Norrlands SDF
100,100.0,100.0,100.0,100.0,BP SM,2008-11-15,BP,"109,95",,"240,00",,,"141,26",Jens Langörgen,Borlänge AK,Södra Norrlands SDF
101,101.0,101.0,101.0,101.0,Allsvenskan SL,2008-11-01,SL,"112,50","200,00","240,00","230,00","670,00","391,68",Jens Langörgen,Borlänge AK,Södra Norrlands SDF
102,102.0,102.0,102.0,102.0,Allsvenskan BP,2008-09-06,BP,"113,96",,"220,00",,,"128,15",Jens Langörgen,Borlänge AK,Södra Norrlands SDF
103,103.0,103.0,103.0,103.0,Allsvenskan BP,2008-05-18,BP,"109,70",,"220,00",,,"129,58",Jens Langörgen,Borlänge AK,Södra Norrlands SDF
104,104.0,104.0,104.0,104.0,Elitserien BP,2007-09-20,BP,"111,30",,"220,00",,,"129,01",Jens Langörgen,Borlänge AK,Södra Norrlands SDF
105,105.0,105.0,105.0,105.0,Elitserien BP,2007-05-19,BP,"116,10",,"230,00",,,"133,00",Jens Langörgen,Borlänge AK,Södra Norrlands SDF
106,106.0,106.0,106.0,106.0,Elitserien BP,2007-02-10,BP,"114,30",,"225,00",,,"131,00",Jens Langörgen,Borlänge AK,Södra Norrlands SDF
107,107.0,107.0,107.0,107.0,Allsvenskan dam BP klassisk,2020-09-12,KBP,"67,15",0,"62,50",0,"62,50","64,03",Helene Johage,Täby AK,Östra Svealands SDF
108,108.0,108.0,108.0,108.0,Veteranserien dam BP klassisk,2020-01-25,KBP,"67,20",0,"60,00",0,"60,00","61,43",Helene Johage,Täby AK,Östra Svealands SDF
109,109.0,109.0,109.0,109.0,Elitserien dam KL BP,2018-09-15,KBP,"65,65",0,"62,50",0,"62,50","65,09",Helene Johage,Täby AK,Östra Svealands SDF
110,110.0,110.0,110.0,110.0,Veteranserien dam KL BP,2018-05-19,KBP,"66,15",0,"62,50",0,"62,50","64,73",Helene Johage,Täby AK,Östra Svealands SDF
111,111.0,111.0,111.0,111.0,Veteranserien dam KL BP,2018-02-17,KBP,"66,80",0,"65,00",0,"65,00","66,84",Helene Johage,Täby AK,Östra Svealands SDF
112,112.0,112.0,112.0,112.0,u/j/v-SM Bänkpress 2017,2017-12-10,BP,"65,70",,"60,00",,,"62,45",Helene Johage,Täby AK,Östra Svealands SDF
113,113.0,113.0,113.0,113.0,Enbart ranking BP dam,2017-11-15,BP,"65,55",,"82,50",,,"86,01",Helene Johage,Täby AK,Östra Svealands SDF
114,114.0,114.0,114.0,114.0,Elitserien dam KL BP,2017-05-14,KBP,"64,25",0,"65,00",0,"65,00","68,78",Helene Johage,Täby AK,Östra Svealands SDF
115,115.0,115.0,115.0,115.0,u/j/v-SM Bänkpress (klassisk),2016-11-25,KBP,"65,00","0,00","65,00","0,00","65,00","68,19",Helene Johage,Täby AK,Östra Svealands SDF
116,116.0,116.0,116.0,116.0,Elitserien dam KL SL,2016-11-20,KSL,"64,30",0,"60,00",0,"60,00","63,46",Helene Johage,Täby AK,Östra Svealands SDF
117,117.0,117.0,117.0,117.0,VM Klassisk SL 2015,2015-06-05,KSL,"62,23","107,50","67,50","140,00","315,00","341,47",Helene Johage,Täby AK,Östra Svealands SDF
118,118.0,118.0,118.0,118.0,Allsvenskan dam KL BP,2015-05-17,KBP,"62,20",0,"65,00",0,"65,00","70,49",Helene Johage,Täby AK,Östra Svealands SDF
119,119.0,119.0,119.0,119.0,U/J/V SM Styrkelyft (klassiskt),2015-05-01,KSL,"62,20","102,50","65,00","142,50","310,00","336,18",Helene Johage,Täby AK,Östra Svealands SDF
120,120.0,120.0,120.0,120.0,SM KLSL,2014-07-03,KSL,"62,68","112,50","70,00","145,00","327,50","353,08",Helene Johage,Täby AK,Östra Svealands SDF
121,121.0,121.0,121.0,121.0,Elitserien dam KL SL,2014-05-18,KSL,"64,40","105,00","67,50","140,00","312,50","330,11",Helene Johage,Täby AK,Östra Svealands SDF
122,122.0,122.0,122.0,122.0,Elitserien dam KL SL,2014-01-26,KSL,"65,15","90,00","65,00","130,00","285,00","298,48",Helene Johage,Täby AK,Östra Svealands SDF
123,123.0,123.0,123.0,123.0,Klassisk ranking SL,2010-01-30,KSL,"61,90","90,00","60,00","105,00","255,00","277,55",Helene Johage,Täby AK,Östra Svealands SDF
124,124.0,124.0,124.0,124.0,Veteranserien SL,2008-11-11,SL,"59,08","162,50","80,00","165,00","407,50","459,80",Helene Johage,Täby AK,Östra Svealands SDF
125,125.0,125.0,125.0,125.0,Veteranserien BP,2008-09-07,BP,"61,00",,"95,00",,,"104,57",Helene Johage,Täby AK,Östra Svealands SDF
126,126.0,126.0,126.0,126.0,NM SL,2008-08-29,SL,"59,95","167,50","90,00","162,50","420,00","468,56",Helene Johage,Täby AK,Östra Svealands SDF
127,127.0,127.0,127.0,127.0,Veteranserien BP,2008-05-07,BP,"59,90",,"90,00",,,"100,47",Helene Johage,Täby AK,Östra Svealands SDF
128,128.0,128.0,128.0,128.0,Damserien BP,2008-02-04,BP,"61,36",,"95,00",,,"104,10",Helene Johage,Täby AK,Östra Svealands SDF
129,129.0,129.0,129.0,129.0,Göteborg Cup SL,2008-02-01,SL,"61,36","170,00","95,00","135,00","400,00","438,31",Helene Johage,Täby AK,Östra Svealands SDF
130,130.0,130.0,130.0,130.0,Lag-SM Final Damer,2007-12-15,SL,"60,90","175,00","102,50","170,00","447,50","493,21",Helene Johage,Täby AK,Östra Svealands SDF
131,131.0,131.0,131.0,131.0,Damserien SL,2007-10-27,SL,"59,30","172,50","97,50","170,00","440,00","495,04",Helene Johage,Täby AK,Östra Svealands SDF
132,132.0,132.0,132.0,132.0,Damserien BP,2007-10-08,BP,"60,15",,"95,00",,,"105,71",Helene Johage,Täby AK,Östra Svealands SDF
133,133.0,133.0,133.0,133.0,Damserien BP,2007-05-19,BP,"59,00",,"95,00",,,"107,31",Helene Johage,Täby AK,Östra Svealands SDF
134,134.0,134.0,134.0,134.0,Damserien SL,2007-04-15,SL,"60,00","160,00","97,50","167,50","425,00","473,83",Helene Johage,Täby AK,Östra Svealands SDF
135,135.0,135.0,135.0,135.0,Damserien SL,2007-02-01,SL,"61,60","110,00","97,50","115,00","322,50","352,33",Helene Johage,Täby AK,Östra Svealands SDF
136,136.0,136.0,136.0,136.0,Allsvenskan SL,2008-02-03,SL,"91,95","250,00","205,00","275,00","730,00","461,09",Mikael  Folkesson,Borlänge AK,Södra Norrlands SDF
137,137.0,137.0,137.0,137.0,Veteranserien Div 2 BP,2008-02-02,BP,"92,30",,"220,00",,,"138,70",Mikael  Folkesson,Borlänge AK,Södra Norrlands SDF
138,138.0,138.0,138.0,138.0,Elitserien BP,2007-09-03,BP,"90,50",,"190,00",,,"120,96",Mikael  Folkesson,Borlänge AK,Södra Norrlands SDF
139,139.0,139.0,139.0,139.0,Elitserien SL,2007-05-19,SL,"90,00","260,00","210,00","260,00","730,00","466,00",Mikael  Folkesson,Borlänge AK,Södra Norrlands SDF
140,140.0,140.0,140.0,140.0,Elitserien BP,2007-02-10,BP,"88,95",,"195,00",,,"125,00",Mikael  Folkesson,Borlänge AK,Södra Norrlands SDF
141,141.0,141.0,141.0,141.0,Enbart ranking Herr BP utrustat,2022-05-14,BP,"82,60",,"150,00",,,"100,41",Ove Östby,Borlänge AK,Södra Norrlands SDF
142,142.0,142.0,142.0,142.0,Enbart ranking herr BP utrustat,2021-11-27,BP,"81,90",,"150,00",,,"100,93",Ove Östby,Borlänge AK,Södra Norrlands SDF
143,143.0,143.0,143.0,143.0,SM Bänkpress Utrustad Veteran & Junior,2019-12-06,BP,"81,35",,"152,50",,,"103,03",Ove Östby,Borlänge AK,Södra Norrlands SDF
144,144.0,144.0,144.0,144.0,Enbart ranking herr BP,2019-09-07,BP,"83,00",,"140,00",,,"93,45",Ove Östby,Borlänge AK,Södra Norrlands SDF
145,145.0,145.0,145.0,145.0,U/J/V-SM utrustning BP,2018-12-09,BP,"80,45",,"155,00",,,"105,45",Ove Östby,Borlänge AK,Södra Norrlands SDF
146,146.0,146.0,146.0,146.0,Enbart Ranking BP herr,2018-09-15,BP,"79,70",,"150,00",,,"102,65",Ove Östby,Borlänge AK,Södra Norrlands SDF
147,147.0,147.0,147.0,147.0,u/j/v-SM Bänkpress 2017,2017-12-10,BP,"81,70",,"167,50",,,"112,87",Ove Östby,Borlänge AK,Södra Norrlands SDF
148,148.0,148.0,148.0,148.0,Enbart ranking BP herr,2017-09-09,BP,"81,80",,"162,50",,,"109,42",Ove Östby,Borlänge AK,Södra Norrlands SDF
149,149.0,149.0,149.0,149.0,Enbart ranking BP herr,2017-05-21,BP,"81,40",,"172,50",,,"116,50",Ove Östby,Borlänge AK,Södra Norrlands SDF
150,150.0,150.0,150.0,150.0,Enbart ranking BP herr,2017-02-27,BP,"81,00",,"165,00",,,"111,78",Ove Östby,Borlänge AK,Södra Norrlands SDF
151,151.0,151.0,151.0,151.0,u/j/v-SM Bänkpress (utrustning),2016-11-25,BP,"82,30",,"165,00",,,"110,70",Ove Östby,Borlänge AK,Södra Norrlands SDF
152,152.0,152.0,152.0,152.0,Enbart ranking BP herr,2016-09-24,BP,"81,20",,"160,00",,,"108,22",Ove Östby,Borlänge AK,Södra Norrlands SDF
153,153.0,153.0,153.0,153.0,U/J/V SM Bänkpress (utrustning),2015-11-28,BP,"82,60",,"180,00",,,"120,50",Ove Östby,Borlänge AK,Södra Norrlands SDF
154,154.0,154.0,154.0,154.0,Veteran-EM Bänkpress,2015-10-15,BP,"82,40",,"190,00",,,"127,37",Ove Östby,Borlänge AK,Södra Norrlands SDF
155,155.0,155.0,155.0,155.0,Elitserien BP,2015-09-21,BP,"81,70",,"187,50",,,"126,35",Ove Östby,Borlänge AK,Södra Norrlands SDF
156,156.0,156.0,156.0,156.0,Elitserien BP,2015-05-16,BP,"80,26",,"177,50",,,"120,93",Ove Östby,Borlänge AK,Södra Norrlands SDF
